,Company,Link,Pitch,Joined,Location,Market,Website,Employees,Stage,Total_raised
202,HDS Capital,https://angel.co/hds-capital,"HDS invests in and mentors startups at the intersection of technology, retail and fashion.",Oct ’14,New York City,Brand Marketing,hdscapital.com,1-10,-,-
203,Sourcery,https://angel.co/sourcery,Mint.com + Mint Bills for Business,Oct ’14,San Francisco,Wholesale,getsourcery.com,11-50,Series A,"$7,500,000"
204,uMake,https://angel.co/umake,set your ideas free,Oct ’14,San Francisco,Product Design,umake.xyz,1-10,Seed,"$5,200,000"
205,Pana,https://angel.co/pana,Modern corporate travel platform,Oct ’14,Denver,Mobile Commerce,pana.com,11-50,Seed,"$1,550,000"
206,WorkBright,https://angel.co/workbright,Onboarding HR paperwork without the paper. Or the work.,Oct ’14,Boulder,B2B,workbright.com,1-10,-,-
207,Ravti,https://angel.co/ravti,HVAC Management Platform for Commercial Real Estate,Oct ’14,Tampa,SaaS,ravti.com,1-10,-,-
208,Lassy Project,https://angel.co/lassy-project-1,Find Lost Children. Faster.,Oct ’14,The Woodlands,Europe,lassyproject.com,,-,-
209,MileIQ,https://angel.co/mileiq,The #1 mileage logging service.,Oct ’14,Redmond,Business Services,mileiq.com,51-200,Acquired,"$14,000,000"
210,Rebag,https://angel.co/rebagg,Endless access to luxury handbags,Oct ’14,New York City,Collaborative Consumption,rebag.com,51-200,Series B,"$28,300,000"
211,Vault12,https://angel.co/vault12,"Distributed, decentralized and serverless digital custody for all your cryptocurrency.",Nov ’14,Mountain View,Blockchains,vault12.com,1-10,-,-
212,Smarking,https://angel.co/smarking,Data Analytics for Parking,Dec ’14,San Francisco,Predictive Analytics,smarking.com,11-50,Seed,"$3,000,000"
213,Wootric,https://angel.co/wootric,Measure and boost customer happiness.,Oct ’14,San Francisco,B2B,wootric.com,11-50,Seed,"$2,600,000"
214,Kickback,https://angel.co/kickback,,Mar ’15,San Francisco,Skill Gaming,kickback.com,11-50,-,-
215,YesPath,https://angel.co/yespath,SaaS for Account Based Marketing,Dec ’14,San Francisco,Marketing Automation,yespath.com,1-10,Seed,"$1,700,000"
216,Boxed,https://angel.co/boxed,Online Wholesale,Dec ’14,New York City,E-Commerce,boxed.com,51-200,Series C,"$132,600,000"
217,Xfers,https://angel.co/xfers,Internet Banking Payment System,Jun ’15,Singapore,Payments,xfers.com,1-10,Seed,"$2,500,000"
218,Swell,https://angel.co/swellapp,The to-do list that literally works for you.,Aug ’15,New York City,Productivity Software,tryswell.com,1-10,-,-
219,Percolata,https://angel.co/percolata,Sense-able Retail Staffing,Jan ’15,Palo Alto,-,percolata.com,,Seed,"$5,000,000"
220,Flow Labs,https://angel.co/flow-labs,Smarter water management for commercial real estate; Forbes 30 Under 30 - Energy,Nov ’15,Sunnyvale,Water,flowlabs.com,1-10,Seed,"$852,000"
221,datawire.io,https://angel.co/datawire-io,microservices,Nov ’14,San Francisco,Cloud Infrastructure,datawire.io,11-50,-,-
222,SUNDAR,https://angel.co/sundar-6,SaaS Sourcing for Apparel Industry,Nov ’14,New York City,B2B,sundar.io,11-50,,"$1,300,000"
223,Outreach,https://angel.co/outreach,Sales Engagement Platform,Nov ’14,Tampa,Sales Automation,outreach.io,201-500,Series C,"$59,000,000"
224,Requested,https://angel.co/requested,Dine and dash in style,Mar ’15,Sacramento,Hospitality,requestedapp.com,1-10,Acquired,"$845,000"
225,Evertoon,https://angel.co/evertoon,Make 3D animated movies starring celebrities,Nov ’14,San Francisco,Mobile Video,evertoon.com,1-10,Acquired,"$1,700,000"
226,Super,https://angel.co/super,Subscription service provides care & repair for your home,Nov ’14,San Francisco,Local Based Services,hellosuper.com,11-50,Seed,"$3,600,000"
227,Reveal,https://angel.co/reveal-4,"The ""Ask Me Anything"" social network using cryptocurrency to transform social media",Dec ’14,San Francisco,Photo Sharing,reveal.me,1-10,Seed,"$1,500,000"
228,BBG Ventures,https://angel.co/bbg-ventures,An early stage venture capital fund,Nov ’14,New York City,Curated Web,Website,,-,-
229,TetraScience,https://angel.co/tetrascience,Data platform for life sciences,Sep ’15,Boston,Technology,tetrascience.com,11-50,Series A,"$10,000,000"
230,Far East Ventures,https://angel.co/far-east-ventures,,Dec ’14,Singapore,Technology,fareast.ventures,,-,-
231,Chai,https://angel.co/chai,Biotechnology for the Real World,Dec ’14,Santa Clara,Synthetic Biology,chaibio.com,11-50,Seed,"$2,800,000"
232,Kindly Care,https://angel.co/kindly-care,Marketplace for senior home care,Jan ’15,San Francisco,Marketplaces,kindlycare.com,51-200,Seed,"$4,100,000"
233,Brainchild & Co.,https://angel.co/brainchild-1,Building services and products for consumers,Jan ’15,New York City,Beauty,brainchild.co,11-50,-,-
234,Jobsinthemoney,https://angel.co/jobsinthemoney,,Jan ’15,-,-,-,-,-,-
235,OneEleven,https://angel.co/oneeleven-111,Post-Seed Stage Tech Accelerator,Mar ’15,Toronto,Technology,oneeleven.com,1-10,-,-
236,Signatures Capital,https://angel.co/signatures-capital,Supporting founders committed to inventing the future.,Jan ’15,San Francisco,Venture Capital,signaturescapital.com,1-10,-,-
237,Staffly,https://angel.co/staffly,On-demand Retail Staffing Marketplace,Sep ’15,San Francisco,Business Services,Staffly.com,1-10,Seed,"$2,610,000"
238,Plate IQ,https://angel.co/plateiq,Redefining restaurant operations (YC S15),Aug ’15,San Francisco,Predictive Analytics,plateiq.com,11-50,Seed,"$5,300,000"
239,Shred Video,https://angel.co/shred-video,1-button video editing,Nov ’15,San Francisco,Artificial Intelligence,shredvideo.com,,-,-
240,Sourcery Technologies,https://angel.co/sourcery-technologies,,Jul ’16,-,-,-,-,,"$5,000,000"
241,Armory,https://angel.co/armory,"Ship Better Software, Faster",Sep ’16,San Mateo,Developer Tools,armory.io,11-50,-,-
242,Techmate,https://angel.co/techmate,Your Technology Concierge (YC S16),Jul ’16,San Francisco,Tech Field Support,jointechmate.com,1-10,-,-
243,Aella Credit,https://angel.co/aella-credit,Instant Credit Solutions for Africans,Aug ’16,San Francisco,-,aellacredit.com,11-50,-,-
244,Flutterwave,https://angel.co/flutterwave,,Aug ’16,-,-,flutterwave.com,-,Seed,-
245,Vulcun,https://angel.co/vulcun-2,,Sep ’16,-,-,-,-,Series A,"$12,000,000"
246,SV Liquidity,https://angel.co/hf-liquidity,Fund providing access to IPO opportunities,Oct ’16,San Francisco,B2B,svlq.io,1-10,-,-
247,Tetra (YC W17),https://angel.co/tetra,AI notetaker for meetings,Mar ’17,San Francisco,Speech Recognition,asktetra.com,1-10,-,-
248,Zipline International,https://angel.co/zipline-international-1,,Jun ’17,-,-,,51-200,Series B,"$25,000,000"
249,Subdream Studios,https://angel.co/subdream-studios,Social VR Game,Nov ’16,San Mateo,Augmented Reality,subdreamstudios.com,1-10,-,-
250,Stedi,https://angel.co/stedi,Platform to automate billions of dollars in transactions between retailers and suppliers.,Dec ’16,Boulder,B2B,stedi.com,1-10,Seed,"$3,700,000"
251,Magnar,https://angel.co/magnar,Portuguese food-ordering marketplace,Jan ’17,Lisbon,Mobile Commerce,magnarapp.com,-,-,-
252,Princeton Ventures,https://angel.co/princeton-ventures,Princeton Ventures leads growth equity investments of $10 million to over $100 million.,Jan ’17,Princeton,Technology,princetonventures.com,1-10,-,-
253,hulu - Beijing,https://angel.co/hulu-beijing, American subscription video on demand service,Jan ’17,Beijing,TV Production,hulu.com,-,-,-
254,Kylie.ai,https://angel.co/kylieai,Automating Enterprise Conversations Through Cloning Technology,Jan ’17,San Francisco,SaaS,kylie.ai,1-10,-,-
255,Distributed Systems,https://angel.co/cleargraphinc,OS for dapps,Jan ’17,San Francisco,Identity,distributedsystems.com,1-10,-,-
256,Clipboard Health (YC W2017),https://angel.co/clipboardhealth,We help nurses find jobs they love. ,Mar ’17,San Francisco,Marketplaces,clipboardhealth.com,1-10,-,-
257,Chowbotics,https://angel.co/chowbotics,Robots for food service,Mar ’17,Redwood City,Restaurants,chowbotics.com,11-50,Seed,"$6,300,000"
258,KF20 Capital,https://angel.co/kf20-capital,,Apr ’17,San Francisco,-,,,-,-
259,WPP Ventures,https://angel.co/wpp-ventures,WPP's Strategic Corporate Venture Fund,Apr ’17,London,Retail Technology,wppventures.com,,-,-
260,SALIDO,https://angel.co/salido,restaurant Operating System (rOS),Sep ’12,New York City,Hospitality,salido.com,11-50,,"$5,000,000"
261,Headout,https://angel.co/headout,Experience the world on-demand,Feb ’14,San Francisco,Mobile Commerce,headout.com,51-200,Seed,"$1,800,000"
262,HDS Capital,https://angel.co/hds-capital,"HDS invests in and mentors startups at the intersection of technology, retail and fashion.",Oct ’14,New York City,Brand Marketing,hdscapital.com,1-10,-,-
263,Sourcery,https://angel.co/sourcery,Mint.com + Mint Bills for Business,Oct ’14,San Francisco,Wholesale,getsourcery.com,11-50,Series A,"$7,500,000"
264,uMake,https://angel.co/umake,set your ideas free,Oct ’14,San Francisco,Product Design,umake.xyz,1-10,Seed,"$5,200,000"
265,Pana,https://angel.co/pana,Modern corporate travel platform,Oct ’14,Denver,Mobile Commerce,pana.com,11-50,Seed,"$1,550,000"
266,WorkBright,https://angel.co/workbright,Onboarding HR paperwork without the paper. Or the work.,Oct ’14,Boulder,B2B,workbright.com,1-10,-,-
267,Ravti,https://angel.co/ravti,HVAC Management Platform for Commercial Real Estate,Oct ’14,Tampa,SaaS,ravti.com,1-10,-,-
268,Lassy Project,https://angel.co/lassy-project-1,Find Lost Children. Faster.,Oct ’14,The Woodlands,Europe,lassyproject.com,,-,-
269,MileIQ,https://angel.co/mileiq,The #1 mileage logging service.,Oct ’14,Redmond,Business Services,mileiq.com,51-200,Acquired,"$14,000,000"
270,Rebag,https://angel.co/rebagg,Endless access to luxury handbags,Oct ’14,New York City,Collaborative Consumption,rebag.com,51-200,Series B,"$28,300,000"
271,Vault12,https://angel.co/vault12,"Distributed, decentralized and serverless digital custody for all your cryptocurrency.",Nov ’14,Mountain View,Blockchains,vault12.com,1-10,-,-
272,Smarking,https://angel.co/smarking,Data Analytics for Parking,Dec ’14,San Francisco,Predictive Analytics,smarking.com,11-50,Seed,"$3,000,000"
273,Wootric,https://angel.co/wootric,Measure and boost customer happiness.,Oct ’14,San Francisco,B2B,wootric.com,11-50,Seed,"$2,600,000"
274,Kickback,https://angel.co/kickback,,Mar ’15,San Francisco,Skill Gaming,kickback.com,11-50,-,-
275,YesPath,https://angel.co/yespath,SaaS for Account Based Marketing,Dec ’14,San Francisco,Marketing Automation,yespath.com,1-10,Seed,"$1,700,000"
276,Boxed,https://angel.co/boxed,Online Wholesale,Dec ’14,New York City,E-Commerce,boxed.com,51-200,Series C,"$132,600,000"
277,Xfers,https://angel.co/xfers,Internet Banking Payment System,Jun ’15,Singapore,Payments,xfers.com,1-10,Seed,"$2,500,000"
278,Swell,https://angel.co/swellapp,The to-do list that literally works for you.,Aug ’15,New York City,Productivity Software,tryswell.com,1-10,-,-
279,Percolata,https://angel.co/percolata,Sense-able Retail Staffing,Jan ’15,Palo Alto,-,percolata.com,,Seed,"$5,000,000"
280,Flow Labs,https://angel.co/flow-labs,Smarter water management for commercial real estate; Forbes 30 Under 30 - Energy,Nov ’15,Sunnyvale,Water,flowlabs.com,1-10,Seed,"$852,000"
281,datawire.io,https://angel.co/datawire-io,microservices,Nov ’14,San Francisco,Cloud Infrastructure,datawire.io,11-50,-,-
282,SUNDAR,https://angel.co/sundar-6,SaaS Sourcing for Apparel Industry,Nov ’14,New York City,B2B,sundar.io,11-50,,"$1,300,000"
283,Outreach,https://angel.co/outreach,Sales Engagement Platform,Nov ’14,Tampa,Sales Automation,outreach.io,201-500,Series C,"$59,000,000"
284,Requested,https://angel.co/requested,Dine and dash in style,Mar ’15,Sacramento,Hospitality,requestedapp.com,1-10,Acquired,"$845,000"
285,Evertoon,https://angel.co/evertoon,Make 3D animated movies starring celebrities,Nov ’14,San Francisco,Mobile Video,evertoon.com,1-10,Acquired,"$1,700,000"
286,Super,https://angel.co/super,Subscription service provides care & repair for your home,Nov ’14,San Francisco,Local Based Services,hellosuper.com,11-50,Seed,"$3,600,000"
287,Reveal,https://angel.co/reveal-4,"The ""Ask Me Anything"" social network using cryptocurrency to transform social media",Dec ’14,San Francisco,Photo Sharing,reveal.me,1-10,Seed,"$1,500,000"
288,BBG Ventures,https://angel.co/bbg-ventures,An early stage venture capital fund,Nov ’14,New York City,Curated Web,Website,,-,-
289,TetraScience,https://angel.co/tetrascience,Data platform for life sciences,Sep ’15,Boston,Technology,tetrascience.com,11-50,Series A,"$10,000,000"
290,Far East Ventures,https://angel.co/far-east-ventures,,Dec ’14,Singapore,Technology,fareast.ventures,,-,-
291,Chai,https://angel.co/chai,Biotechnology for the Real World,Dec ’14,Santa Clara,Synthetic Biology,chaibio.com,11-50,Seed,"$2,800,000"
292,Kindly Care,https://angel.co/kindly-care,Marketplace for senior home care,Jan ’15,San Francisco,Marketplaces,kindlycare.com,51-200,Seed,"$4,100,000"
293,Brainchild & Co.,https://angel.co/brainchild-1,Building services and products for consumers,Jan ’15,New York City,Beauty,brainchild.co,11-50,-,-
294,Jobsinthemoney,https://angel.co/jobsinthemoney,,Jan ’15,-,-,-,-,-,-
295,OneEleven,https://angel.co/oneeleven-111,Post-Seed Stage Tech Accelerator,Mar ’15,Toronto,Technology,oneeleven.com,1-10,-,-
296,Signatures Capital,https://angel.co/signatures-capital,Supporting founders committed to inventing the future.,Jan ’15,San Francisco,Venture Capital,signaturescapital.com,1-10,-,-
297,Staffly,https://angel.co/staffly,On-demand Retail Staffing Marketplace,Sep ’15,San Francisco,Business Services,Staffly.com,1-10,Seed,"$2,610,000"
298,Plate IQ,https://angel.co/plateiq,Redefining restaurant operations (YC S15),Aug ’15,San Francisco,Predictive Analytics,plateiq.com,11-50,Seed,"$5,300,000"
299,Shred Video,https://angel.co/shred-video,1-button video editing,Nov ’15,San Francisco,Artificial Intelligence,shredvideo.com,,-,-
300,Bit.ly,https://angel.co/bit-ly,,Jan ’12,-,-,bit.ly,51-200,Acquired,"$94,400,000"
301,Radius Agent,https://angel.co/radiusagent,Social Network for Real Estate Agents and Brokers,Jun ’14,Broomfield,Private Social Networking,radiusagent.com,11-50,Series A,"$6,450,000"
302,Symphony,https://angel.co/symphony-3,The secure collaboration and workflow technology company,Oct ’14,Palo Alto,Messaging,symphony.com,201-500,,"$366,000,000"
303,BrightCrowd,https://angel.co/brightcrowd,The Smarter Professional Network,Oct ’14,Redwood City,Q&A,brightcrowd.com,1-10,-,-
304,Lyte,https://angel.co/lyte,,Oct ’14,San Francisco,Ticketing,lyte.com,11-50,-,-
305,Gyroscope,https://angel.co/gyroscope,A new OS for the human body,Oct ’14,San Francisco,Fitness,gyrosco.pe,1-10,-,-
306,Rhumbix,https://angel.co/rhumbix,Field Construction Productivity Solutions,Dec ’14,San Francisco,Industrial,rhumbix.com,11-50,Series D,"$12,260,000"
307,ShineOn.com,https://angel.co/shineonjewelry,ShineOn is an e-commerce platform that empowers the creation and sale of jewelry.,Oct ’15,Brooklyn,E-Commerce Platforms,shineon.com,11-50,-,-
308,Gridspace,https://angel.co/gridspace,Software that understands and automates real-time conversation,Nov ’14,San Francisco,Deep Learning,gridspace.com,11-50,-,-
309,Untrodden,https://angel.co/untrodden,"An online treasure chest to places less-explored, starting with lodging. ",Oct ’14,San Francisco,Curated Web,untrodden.com,1-10,-,-
310,Superhuman,https://angel.co/superhuman,The fastest email experience ever made. Sign up now for VIP access.,Aug ’15,San Francisco,SaaS,superhuman.com,11-50,-,-
311,Current Labs,https://angel.co/current-labs,Tools for managing aquatic ecosystems,Jan ’15,San Francisco,Experience Design,currentlabs.io,1-10,-,-
312,Bezar,https://angel.co/bezar,The Design Marketplace,Nov ’15,New York City,Marketplaces,bezar.com,,-,-
313,Replicated,https://angel.co/replicated,"Private SaaS, as a service",May ’15,Los Angeles,Docker,replicated.com,1-10,Series A,"$6,500,000"
314,TourBook,https://angel.co/tourbook,TourBook is a new way for commercial real estate brokers to work with their clients. ,Jan ’15,San Francisco,Commercial Real Estate,tourbookapp.com,1-10,-,-
315,Brick & Mortar Ventures,https://angel.co/brick-mortar-ventures,Investing in Technology for the Built World,Jan ’15,San Francisco,Hospitality,brickmortar.vc,1-10,-,-
316,Drive Motors,https://angel.co/drive-motors,Online checkout for car dealerships (Y Combinator W2016),Mar ’15,San Francisco,Mobile Commerce,drivemotors.com,11-50,-,-
317,Parlio (acq. by Quora),https://angel.co/parlio,A global online community discussing what matters.,Jan ’15,Palo Alto,Blogging Platforms,parlio.com,1-10,-,-
318,Reach Capital,https://angel.co/reach-capital,,Feb ’16,-,-,reachcap.com,,-,-
319,Rippling,https://angel.co/rippling,"HR, IT & Operations. Everything your employees need, in one place.",Apr ’17,San Francisco,-,rippling.com,51-200,Seed,"$7,500,000"
320,Sourcery Technologies,https://angel.co/sourcery-technologies,,Jul ’16,-,-,-,-,,"$5,000,000"
321,Armory,https://angel.co/armory,"Ship Better Software, Faster",Sep ’16,San Mateo,Developer Tools,armory.io,11-50,-,-
322,Techmate,https://angel.co/techmate,Your Technology Concierge (YC S16),Jul ’16,San Francisco,Tech Field Support,jointechmate.com,1-10,-,-
323,Aella Credit,https://angel.co/aella-credit,Instant Credit Solutions for Africans,Aug ’16,San Francisco,-,aellacredit.com,11-50,-,-
324,Flutterwave,https://angel.co/flutterwave,,Aug ’16,-,-,flutterwave.com,-,Seed,-
